"customer_id","marital","reliability"
"A613026","Widowed","3"
"W365194","Married","4"
"B705971","Separated","6"
"B482277","Widowed","3"
"L223677","Divorced","3"
"T809308","Divorced","4"
"P855307","Never Married","4"
"J489262","Married","5"
"T966251","Divorced","4"
"Z34186","Divorced","4"
"I161979","Separated","2"
"S19660","Never Married","3"
"F247943","Widowed","3"
"V981763","Never Married","2"
"P514284","Married","4"
"K159541","Separated","3"
"S627734","Separated","3"
"Z481614","Separated","6"
"X147999","Married","3"
"I246752","Married","2"
"H61682","Never Married","1"
"Z155409","Never Married","2"
"H932507","Divorced","4"
"Q417407","Divorced","3"
"Z628420","Divorced","3"
"O845822","Married","3"
"X697479","Separated","4"
"Q373527","Divorced","3"
"P529004","Widowed","3"
"C18933","Separated","4"
"W664355","Never Married","3"
"P279595","Divorced","3"
"B455335","Separated","4"
"N421546","Divorced","4"
"N224205","Married","5"
"B225501","Widowed","5"
"I33248","Married","4"
"G786082","Never Married","4"
"E135018","Separated","2"
"D285590","Never Married","5"
"E564058","Separated","5"
"W664734","Never Married","4"
"Z172324","Widowed","3"
"T35900","Divorced","4"
"V955342","Married","5"
"C36361","Never Married","3"
"B269529","Never Married","3"
"D873060","Widowed","3"
"S597816","Widowed","3"
"Q226767","Divorced","4"
"F926070","Divorced","2"
"E740186","Widowed","4"
"D470800","Never Married","3"
"L693816","Never Married","2"
"K421567","Widowed","3"
"H330611","Married","5"
"E25818","Widowed","2"
"K111418","Married","3"
"Q154549","Divorced","4"
"Y901042","Widowed","4"
"J567825","Never Married","4"
"C816362","Never Married","3"
"Y07907","Married","5"
"G404485","Separated","3"
"L927003","Divorced","3"
"F477453","Married","3"
"E706607","Widowed","3"
"Q69497","Separated","4"
"X672018","Divorced","5"
"J509388","Married","4"
"Z177465","Separated","3"
"W872847","Married","5"
"L639744","Divorced","3"
"O566378","Separated","5"
"I138940","Never Married","3"
"S281020","Widowed","4"
"G410567","Married","4"
"T577346","Divorced","3"
"Y833178","Separated","3"
"O404871","Divorced","3"
"E356128","Separated","2"
"Z681811","Widowed","4"
"N524531","Married","3"
"C221288","Never Married","2"
"X821996","Widowed","4"
"R105246","Widowed","4"
"C229879","Never Married","4"
"U168359","Widowed","5"
"M661436","Separated","2"
"T495094","Divorced","3"
"O549028","Married","5"
"C215264","Never Married","4"
"G499792","Divorced","2"
"R981365","Married","5"
"J832286","Separated","3"
"T604835","Widowed","5"
"I643695","Divorced","4"
"D888294","Widowed","4"
"M477891","Widowed","2"
"D33088","Separated","3"
"Z865787","Divorced","4"
"P151266","Widowed","3"
"Q616832","Married","5"
"R882445","Never Married","3"
"C72437","Divorced","4"
"E553347","Widowed","4"
"B129670","Married","4"
"T399319","Widowed","5"
"U954852","Divorced","3"
"R934554","Separated","4"
"E926120","Widowed","3"
"Q806598","Divorced","3"
"K669942","Never Married","2"
"H203586","Widowed","5"
"M664307","Never Married","3"
"D308819","Divorced","4"
"P770229","Divorced","3"
"I445425","Divorced","2"
"R714397","Married","3"
"F60760","Separated","3"
"G271409","Divorced","2"
"S509823","Divorced","6"
"Y244740","Separated","3"
"W832522","Married","6"
"D676040","Divorced","4"
"K507325","Widowed","4"
"A22477","Never Married","5"
"C324392","Divorced","4"
"M516584","Divorced","4"
"A595003","Never Married","4"
"M812363","Widowed","3"
"H404111","Divorced","3"
"C980527","Widowed","3"
"O608143","Never Married","3"
"M739753","Widowed","4"
"J773316","Never Married","5"
"C94744","Widowed","3"
"V252156","Separated","4"
"A995509","Widowed","3"
"N213769","Divorced","3"
"V639117","Never Married","4"
"P299531","Widowed","3"
"M649398","Separated","4"
"W424467","Married","3"
"B12658","Separated","3"
"J874338","Married","3"
"B276870","Widowed","4"
"G298695","Widowed","4"
"C308399","Widowed","4"
"H810717","Never Married","3"
"U509405","Divorced","2"
"A936347","Never Married","4"
"S199884","Separated","3"
"S287151","Widowed","3"
"K261171","Married","3"
"Y875215","Separated","4"
"H361743","Never Married","4"
"J499878","Widowed","5"
"U561554","Never Married","4"
"K691390","Widowed","4"
"E342786","Separated","3"
"Z367148","Divorced","4"
"C189627","Married","3"
"Q527117","Married","5"
"G485481","Widowed","5"
"H813222","Married","4"
"F636452","Widowed","4"
"X750751","Divorced","2"
"J491267","Divorced","2"
"Q969773","Separated","4"
"J801308","Never Married","2"
"X386618","Separated","5"
"H632227","Divorced","3"
"A784083","Widowed","3"
"Z887842","Never Married","5"
"S610382","Widowed","2"
"C707263","Married","5"
"N764043","Married","4"
"P417515","Divorced","4"
"F494529","Separated","4"
"J826967","Separated","3"
"P870952","Widowed","3"
"D518375","Divorced","3"
"U568821","Separated","4"
"I918785","Divorced","4"
"J110435","Separated","3"
"I133946","Married","5"
"Q940233","Separated","5"
"J812375","Widowed","4"
"F592408","Divorced","4"
"L825804","Divorced","4"
"U25555","Divorced","4"
"V67946","Never Married","4"
"E929600","Separated","5"
"S614208","Separated","3"
"G991685","Never Married","3"
"E674878","Never Married","5"
"P885612","Separated","4"
"N506492","Never Married","4"
"H173763","Separated","4"
"Q561452","Divorced","3"
"J29801","Separated","3"
"G862093","Never Married","5"
"T212690","Widowed","4"
"C494352","Never Married","4"
"S159222","Separated","5"
"C739541","Never Married","3"
"M383323","Separated","3"
"T923695","Divorced","4"
"E356051","Separated","4"
"V852885","Married","4"
"W334401","Separated","5"
"Y295853","Widowed","4"
"C143365","Never Married","3"
"H148227","Widowed","3"
"S396173","Divorced","5"
"D804379","Widowed","4"
"M153274","Separated","3"
"F396974","Never Married","1"
"W249508","Divorced","3"
"W725805","Widowed","3"
"G36722","Divorced","3"
"K901767","Separated","3"
"L33620","Divorced","3"
"P873435","Widowed","3"
"R287565","Never Married","3"
"J908654","Divorced","3"
"G313318","Widowed","3"
"C618633","Separated","4"
"W979591","Widowed","3"
"X19182","Married","3"
"V920462","Separated","3"
"T853519","Widowed","3"
"B969696","Separated","6"
"O465631","Divorced","5"
"G214970","Widowed","4"
"H802855","Widowed","3"
"O585815","Separated","4"
"O81996","Never Married","2"
"G736869","Separated","3"
"W309629","Never Married","5"
"H775532","Widowed","5"
"E382571","Divorced","2"
"K900916","Widowed","4"
"H530265","Separated","2"
"J461018","Divorced","5"
"E457135","Widowed","1"
"Y285316","Divorced","4"
"F31690","Never Married","4"
"C440041","Married","3"
"R633194","Married","4"
"H673597","Widowed","5"
"P37481","Never Married","1"
"D856880","Divorced","5"
"V57129","Separated","3"
"P790445","Divorced","3"
"R714826","Separated","3"
"H722651","Divorced","3"
"Y816622","Married","4"
"U385565","Divorced","2"
"R935213","Married","1"
"M05412","Divorced","3"
"Y216514","Never Married","4"
"U998688","Married","3"
"K411031","Divorced","4"
"M78179","Widowed","6"
"P20993","Married","3"
"W370012","Divorced","3"
"Q674118","Divorced","5"
"F415956","Never Married","4"
"M312951","Widowed","3"
"Q662651","Widowed","2"
"C336869","Married","2"
"A538839","Widowed","3"
"W912425","Never Married","3"
"O996932","Never Married","2"
"Z767061","Divorced","5"
"S191552","Divorced","3"
"G244590","Married","3"
"E566674","Widowed","3"
"J653677","Divorced","4"
"C28344","Divorced","2"
"H525851","Separated","4"
"H609180","Widowed","4"
"C885204","Divorced","2"
"F934616","Separated","4"
"W896687","Widowed","3"
"D556193","Divorced","5"
"L658290","Separated","4"
"S245723","Divorced","4"
"U276149","Divorced","2"
"I580941","Widowed","3"
"J280552","Married","5"
"U993807","Never Married","3"
"G490319","Never Married","5"
"F426265","Divorced","4"
"O860612","Divorced","4"
"J740076","Never Married","3"
"C670730","Divorced","4"
"K19269","Never Married","3"
"O134369","Separated","4"
"X290895","Divorced","3"
"C712292","Widowed","5"
"O186325","Widowed","6"
"D277330","Married","4"
"J437588","Never Married","2"
"P186990","Divorced","4"
"V352534","Married","5"
"V910386","Divorced","4"
"L163543","Married","2"
"X367479","Married","3"
"L61634","Separated","5"
"Q483838","Divorced","3"
"M928377","Widowed","3"
"J20864","Married","3"
"W861209","Separated","3"
"B18085","Divorced","6"
"Z506619","Married","4"
"I826620","Married","4"
"Y622815","Married","4"
"Q40996","Divorced","3"
"G932953","Widowed","3"
"A800117","Widowed","2"
"I88700","Divorced","4"
"Q747686","Married","4"
"R540763","Divorced","4"
"J304631","Widowed","2"
"Q590164","Widowed","3"
"Q567451","Never Married","5"
"J73042","Married","2"
"G364947","Widowed","4"
"Q501688","Widowed","5"
"B269098","Widowed","3"
"H73808","Divorced","4"
"W260869","Never Married","3"
"S204121","Divorced","3"
"O952757","Widowed","4"
"R378631","Never Married","3"
"O940498","Separated","3"
"W100112","Separated","3"
"X121568","Divorced","4"
"Q655052","Divorced","3"
"C485577","Divorced","4"
"X19436","Divorced","5"
"K505990","Separated","4"
"A282518","Divorced","5"
"B591314","Married","2"
"I86932","Divorced","3"
"G554632","Widowed","3"
"O220358","Married","3"
"J687394","Widowed","4"
"D981634","Separated","4"
"S963269","Married","3"
"G912657","Married","3"
"B75095","Widowed","6"
"K594387","Divorced","4"
"X371370","Separated","5"
"I631527","Widowed","5"
"E261748","Widowed","5"
"L522392","Never Married","5"
"S130816","Separated","4"
"Z236621","Separated","2"
"P988126","Married","2"
"O279490","Separated","3"
"F347644","Separated","4"
"M134797","Married","3"
"J479196","Separated","3"
"N147701","Separated","4"
"U433590","Separated","5"
"E517902","Married","4"
"X760972","Divorced","4"
"Z116711","Widowed","3"
"W951099","Divorced","1"
"U448618","Separated","3"
"R245369","Widowed","2"
"C294086","Widowed","3"
"Z23232","Never Married","4"
"L480478","Separated","5"
"B912449","Separated","4"
"D291600","Divorced","3"
"L184027","Divorced","2"
"M495151","Married","4"
"M726047","Widowed","4"
"R91007","Married","3"
"G381370","Never Married","2"
"E399736","Married","2"
"N397043","Never Married","4"
"B874036","Separated","2"
"E245051","Widowed","2"
"G933624","Never Married","3"
"C554295","Married","3"
"A981600","Divorced","4"
"N740549","Never Married","3"
"Y834953","Married","4"
"Q570234","Never Married","2"
"C867426","Married","5"
"G991106","Divorced","4"
"E688523","Widowed","4"
"K171239","Separated","2"
"C666897","Widowed","4"
"S696170","Divorced","5"
"C234083","Divorced","4"
"T938913","Married","4"
"P964793","Widowed","3"
"Z663168","Married","2"
"X279803","Married","2"
"K838892","Divorced","4"
"Z505688","Widowed","4"
"F603571","Widowed","3"
"Y993038","Separated","4"
"T325632","Never Married","3"
"M901199","Widowed","2"
"K99070","Married","3"
"K732789","Separated","4"
"X517447","Separated","4"
"S482304","Never Married","5"
"O464915","Never Married","3"
"E748603","Widowed","3"
"G512688","Never Married","4"
"Z128034","Separated","4"
"S977870","Divorced","2"
"R394501","Divorced","3"
"N870975","Widowed","3"
"B562858","Never Married","3"
"G320703","Divorced","4"
"L643244","Divorced","1"
"Y244230","Widowed","4"
"J979357","Never Married","2"
"C152580","Divorced","4"
"J752914","Widowed","2"
"C14997","Never Married","4"
"I311125","Widowed","3"
"K346579","Separated","5"
"G827935","Never Married","4"
"Z02519","Separated","6"
"S719339","Separated","4"
"Q240766","Widowed","3"
"S576265","Never Married","3"
"A224018","Never Married","6"
"Z286926","Divorced","4"
"P935385","Widowed","3"
"W839789","Widowed","3"
"R628814","Widowed","2"
"N34620","Separated","4"
"E34133","Never Married","4"
"M659475","Widowed","4"
"G257423","Separated","4"
"G329032","Divorced","3"
"S952903","Married","4"
"P302775","Separated","3"
"E491747","Divorced","4"
"T274245","Never Married","3"
"W613906","Married","4"
"E602471","Never Married","4"
"U46254","Never Married","2"
"A561114","Separated","4"
"L258111","Separated","1"
"Z712367","Widowed","4"
"J307274","Widowed","1"
"T547742","Married","3"
"Q111213","Divorced","5"
"R597388","Separated","4"
"W726311","Separated","4"
"B981819","Divorced","4"
"S455794","Never Married","3"
"O361295","Divorced","4"
"A527793","Separated","4"
"S698557","Widowed","3"
"O287174","Widowed","3"
"F946414","Never Married","5"
"B133081","Divorced","3"
"M441477","Married","3"
"R119419","Never Married","3"
"Q796182","Widowed","3"
"U426708","Divorced","4"
"A671833","Widowed","3"
"R711547","Separated","4"
"Z495429","Separated","3"
"B682234","Divorced","4"
"L582634","Married","4"
"F586435","Separated","3"
"W630940","Separated","2"
"L507374","Married","5"
"V649833","Separated","5"
"J803858","Separated","3"
"H799114","Never Married","4"
"F945096","Widowed","2"
"N699045","Married","3"
"O916460","Never Married","4"
"W462762","Divorced","3"
"M411726","Separated","3"
"V900234","Never Married","2"
"L463700","Separated","5"
"X657705","Divorced","5"
"U358684","Married","4"
"H203149","Separated","4"
"Y953871","Married","4"
"T500134","Never Married","5"
"G678658","Married","3"
"W938798","Separated","3"
"H174467","Separated","1"
"D248807","Married","3"
"V877610","Married","3"
"H289802","Divorced","4"
"O880598","Widowed","2"
"E693837","Divorced","5"
"R455390","Separated","3"
"E799040","Never Married","4"
"D39809","Married","4"
"R297258","Divorced","3"
"R184517","Separated","3"
"S26246","Married","4"
"Y618443","Never Married","2"
"M837139","Divorced","4"
"Q726606","Widowed","4"
"Y248408","Divorced","3"
"U283461","Divorced","4"
"E367250","Separated","5"
"L994606","Divorced","3"
"H621471","Separated","4"
"Y656603","Divorced","5"
"C857014","Married","3"
"X578737","Separated","3"
"Z122947","Separated","4"
"V541468","Separated","4"
"O903499","Divorced","4"
"A254137","Widowed","4"
"F260206","Widowed","3"
"A511604","Widowed","5"
"C160792","Never Married","4"
"P288684","Separated","3"
"H682549","Never Married","3"
"P746019","Married","5"
"W612848","Married","4"
"P769156","Never Married","4"
"Q485617","Never Married","3"
"H549933","Never Married","3"
"A880413","Never Married","2"
"C203739","Never Married","5"
"Z213701","Divorced","3"
"Q18512","Married","2"
"K472914","Married","3"
"Z239104","Separated","3"
"B491501","Divorced","5"
"B552951","Never Married","4"
"C656853","Married","3"
"D761680","Divorced","6"
"P619856","Married","5"
"Z94888","Never Married","3"
"B396774","Never Married","5"
"O791833","Separated","2"
"O86137","Married","4"
"A854984","Widowed","2"
"E691911","Married","5"
"P185978","Widowed","3"
"H319659","Divorced","3"
"T55820","Widowed","2"
"V49412","Never Married","5"
"J122044","Separated","4"
"I188476","Widowed","3"
"O773213","Divorced","4"
"Y462174","Divorced","5"
"P321391","Married","4"
"S942225","Divorced","4"
"Q43671","Widowed","2"
"P854266","Divorced","3"
"X258311","Separated","1"
"B950623","Separated","3"
"C380194","Divorced","3"
"O608853","Widowed","2"
"W306804","Widowed","4"
"C495453","Never Married","3"
"K455176","Divorced","3"
"K288187","Married","2"
"D215990","Never Married","3"
"B442835","Widowed","4"
"R317114","Married","4"
"M394986","Married","3"
"R814132","Separated","3"
"B826950","Married","3"
"D362144","Widowed","3"
"V565903","Divorced","2"
"W166699","Never Married","4"
"Y566973","Widowed","4"
"B626230","Widowed","3"
"P484703","Separated","2"
"Y536879","Widowed","4"
"E198809","Married","3"
"I826074","Never Married","4"
"H773370","Never Married","2"
"E793744","Divorced","2"
"N900369","Never Married","1"
"N754270","Never Married","3"
"C586578","Never Married","4"
"S492853","Married","3"
"D953330","Married","4"
"R960206","Widowed","3"
"W590313","Widowed","4"
"I933774","Never Married","3"
"N788310","Widowed","4"
"P233636","Separated","2"
"I698954","Widowed","3"
"H74346","Widowed","4"
"E296579","Separated","3"
"D694526","Never Married","3"
"Z504428","Married","5"
"Z326783","Divorced","4"
"R591403","Divorced","2"
"T813748","Divorced","3"
"F657666","Never Married","5"
"Q727920","Separated","4"
"C702452","Separated","3"
"B376002","Separated","4"
"S878007","Never Married","3"
"O711143","Separated","4"
"J405133","Separated","4"
"Q528302","Divorced","5"
"B520911","Never Married","2"
"Q103481","Separated","4"
"V448804","Divorced","3"
"P266026","Never Married","3"
"A579005","Married","5"
"Y986628","Separated","4"
"D533737","Divorced","2"
"I956481","Divorced","4"
"E887401","Never Married","2"
"Q877999","Married","3"
"Z37561","Divorced","3"
"A690706","Never Married","3"
"R832538","Married","3"
"A574980","Divorced","4"
"B522238","Widowed","2"
"N901954","Married","3"
"T602661","Widowed","3"
"L779958","Divorced","4"
"A267074","Divorced","3"
"E69371","Divorced","5"
"L842491","Married","2"
"M774135","Separated","5"
"H999115","Married","4"
"Y645189","Divorced","3"
"I911659","Widowed","5"
"P89048","Divorced","3"
"X572451","Never Married","3"
"C200236","Never Married","4"
"W887390","Separated","4"
"Y703952","Never Married","2"
"Y193208","Widowed","5"
"X584358","Separated","3"
"I664975","Married","3"
"K490134","Widowed","5"
"S555616","Separated","3"
"R236363","Married","5"
"J336967","Widowed","3"
"Z662588","Divorced","4"
"Y957582","Widowed","3"
"N945334","Married","2"
"D426768","Separated","4"
"G216510","Widowed","3"
"M614018","Widowed","3"
"B565042","Widowed","4"
"A883961","Married","3"
"B528928","Married","4"
"D713249","Married","3"
"Q64706","Married","3"
"H35820","Married","4"
"I879540","Never Married","3"
"Q636054","Married","4"
"N756117","Widowed","5"
"I685889","Widowed","4"
"X46528","Divorced","3"
"K647527","Never Married","3"
"U277761","Married","2"
"N919727","Married","2"
"M268103","Divorced","3"
"G382072","Married","2"
"B958792","Married","4"
"K489873","Separated","5"
"L421212","Divorced","3"
"N563417","Married","4"
"J413492","Divorced","5"
"O398465","Married","2"
"G700859","Never Married","2"
"J664176","Never Married","4"
"J857580","Married","4"
"N422027","Married","3"
"N948139","Never Married","4"
"T875893","Widowed","2"
"L782448","Separated","4"
"T426958","Married","5"
"U608044","Separated","5"
"U964784","Divorced","3"
"T746316","Never Married","4"
"E475299","Never Married","4"
"A955987","Widowed","4"
"X721364","Never Married","3"
"B852131","Married","2"
"Q14524","Never Married","4"
"Z738137","Divorced","3"
"A448406","Married","2"
"E136683","Married","4"
"Z745059","Divorced","3"
"H337960","Married","5"
"C89879","Widowed","4"
"S797446","Divorced","5"
"N543862","Widowed","3"
"P913243","Divorced","5"
"W844412","Separated","4"
"T156975","Never Married","5"
"O94903","Divorced","5"
"W952186","Divorced","4"
"Z520183","Married","4"
"G977357","Divorced","5"
"A50168","Never Married","3"
"V878848","Widowed","4"
"S219932","Separated","2"
"R81991","Never Married","3"
"Q385070","Never Married","3"
"Y367168","Separated","3"
"E348990","Widowed","4"
"X410500","Separated","2"
"V548300","Widowed","5"
"F377129","Widowed","4"
"P92726","Never Married","4"
"M917985","Never Married","4"
"W944417","Married","2"
"L307672","Widowed","3"
"D847737","Widowed","4"
"E944296","Widowed","4"
"N975397","Separated","4"
"G250165","Widowed","5"
"C373743","Married","3"
"O101585","Widowed","3"
"D100013","Married","5"
"D900849","Divorced","4"
"W738466","Widowed","3"
"R517437","Widowed","3"
"M868934","Divorced","2"
"H221146","Married","4"
"M33995","Married","3"
"K923267","Separated","5"
"Q581002","Married","4"
"P452954","Widowed","3"
"R566470","Widowed","6"
"M771929","Widowed","2"
"M692858","Widowed","4"
"Z994762","Never Married","4"
"A975552","Never Married","3"
"T716593","Separated","4"
"K491558","Married","4"
"F425378","Divorced","3"
"F552446","Divorced","4"
"L534498","Never Married","5"
"L927920","Separated","4"
"Z503842","Divorced","5"
"H788828","Separated","4"
"N769210","Separated","4"
"O555493","Widowed","3"
"M250217","Divorced","5"
"B407189","Separated","1"
"R338988","Widowed","6"
"T874725","Divorced","3"
"E135974","Separated","4"
"L723321","Divorced","3"
"F346649","Married","4"
"U66424","Separated","4"
"F454437","Widowed","3"
"W845098","Widowed","3"
"P854487","Married","5"
"K983374","Divorced","3"
"F576549","Married","3"
"Z879032","Married","4"
"V712317","Married","3"
"W520458","Never Married","1"
"J430418","Married","3"
"B91628","Never Married","6"
"T210131","Never Married","4"
"A934321","Divorced","5"
"R359034","Never Married","4"
"W383596","Widowed","3"
"B564637","Widowed","2"
"E121729","Divorced","5"
"I747990","Widowed","2"
"Z415925","Never Married","2"
"J970468","Divorced","2"
"G647110","Separated","4"
"N575239","Never Married","3"
"I514878","Separated","4"
"C978360","Married","4"
"R310806","Separated","4"
"C656475","Married","4"
"A29486","Widowed","4"
"L90702","Widowed","4"
"T384862","Widowed","3"
"A378183","Widowed","4"
"Z585029","Divorced","3"
"Z946217","Divorced","4"
"C679778","Never Married","2"
"Y916772","Divorced","2"
"N873894","Separated","2"
"Q752886","Separated","4"
"A229546","Separated","3"
"R950820","Widowed","3"
"C366115","Widowed","4"
"G838916","Married","2"
"Q985321","Married","4"
"T125324","Separated","4"
"O474361","Married","5"
"X254030","Separated","4"
"L455727","Married","3"
"P895687","Widowed","3"
"R457250","Divorced","6"
"O354747","Separated","5"
"W589259","Separated","3"
"H820683","Separated","2"
"F16781","Separated","1"
"O261679","Separated","2"
"O810951","Never Married","3"
"B518299","Divorced","4"
"N26220","Separated","3"
"D480755","Married","5"
"M454939","Married","2"
"P480149","Divorced","5"
"Q907189","Widowed","3"
"G254016","Divorced","2"
"E208605","Widowed","3"
"C289482","Separated","2"
"F409116","Never Married","3"
"Q719914","Separated","3"
"P279540","Divorced","4"
"K563405","Never Married","1"
"S544900","Married","4"
"U745199","Separated","4"
"S676815","Widowed","4"
"M753237","Widowed","2"
"F719405","Separated","3"
"V681488","Married","4"
"I69199","Divorced","3"
"F641912","Separated","2"
"S490943","Divorced","5"
"E785921","Divorced","4"
"O756593","Widowed","4"
"P982922","Never Married","6"
"E321920","Divorced","3"
"V522146","Separated","4"
"R671272","Separated","4"
"L12753","Never Married","4"
"F937361","Widowed","3"
"P377664","Divorced","2"
"N293608","Married","3"
"K557225","Separated","3"
"T749460","Never Married","3"
"H509049","Separated","6"
"V967766","Never Married","3"
"V975858","Widowed","4"
"K18950","Never Married","2"
"R140169","Divorced","3"
"Y933855","Divorced","5"
"M959797","Divorced","6"
"N885138","Married","3"
"P184338","Married","3"
"W171018","Married","4"
"S900746","Never Married","5"
"I940654","Divorced","3"
"G434946","Separated","4"
"U201713","Married","3"
"I29405","Never Married","5"
"U564504","Widowed","2"
"F929683","Separated","3"
"S113370","Widowed","3"
"E726244","Married","3"
"T871243","Married","3"
"H203700","Separated","1"
"C895790","Divorced","3"
"L462547","Married","4"
"E460114","Separated","5"
"Z567552","Divorced","4"
"S981256","Separated","2"
"X103649","Widowed","3"
"D347239","Divorced","5"
"C850954","Separated","3"
"H866755","Separated","4"
"F890984","Never Married","4"
"H681000","Married","4"
"Y947832","Divorced","5"
"M657295","Married","1"
"C543107","Never Married","3"
"Z479356","Married","4"
"J374945","Married","5"
"E683240","Never Married","4"
"G18578","Married","4"
"N809088","Married","4"
"T658447","Separated","5"
"P391955","Widowed","3"
"G346319","Separated","2"
"B870877","Widowed","4"
"K644828","Widowed","3"
"J598152","Married","2"
"J709344","Separated","3"
"G539846","Divorced","2"
"Y283257","Widowed","5"
"P40019","Widowed","2"
"P587250","Widowed","3"
"J314399","Married","3"
"J843230","Widowed","1"
"Z45722","Widowed","3"
"Z549567","Married","4"
"D237643","Divorced","5"
"Z153038","Married","4"
"N439683","Widowed","4"
"T609106","Separated","4"
"P221665","Married","3"
"D598201","Separated","2"
"K288941","Separated","4"
"O251865","Widowed","4"
"G534310","Widowed","3"
"R513986","Married","3"
"T496778","Never Married","4"
"K532128","Widowed","5"
"X30939","Divorced","4"
"W652676","Separated","5"
"U466642","Widowed","3"
"P133027","Separated","2"
"I853175","Married","3"
"G873962","Divorced","6"
"N271219","Widowed","3"
"D959007","Separated","4"
"E33639","Never Married","5"
"M547275","Widowed","4"
"G516608","Divorced","3"
"L257533","Never Married","3"
"D394318","Separated","4"
"O517481","Widowed","3"
"J206590","Widowed","3"
"U307619","Separated","4"
"A863691","Widowed","4"
"E78840","Never Married","3"
"T786613","Separated","3"
"H350868","Married","3"
"Q917311","Separated","4"
"Z740374","Married","3"
"T875085","Divorced","5"
"T399816","Married","2"
"G55258","Divorced","5"
"L19643","Widowed","3"
"G197856","Widowed","4"
"C124627","Separated","3"
"M232523","Married","4"
"G890475","Divorced","3"
"R468131","Widowed","3"
"O214486","Widowed","5"
"Q641658","Never Married","4"
"R27796","Never Married","3"
"O542962","Never Married","5"
"E830745","Never Married","3"
"X105310","Divorced","3"
"K690619","Married","3"
"M07714","Separated","3"
"Z337719","Never Married","4"
"L497911","Never Married","3"
"Y148562","Divorced","3"
"D95211","Married","5"
"F25518","Married","3"
"J904209","Widowed","3"
"Y379256","Married","3"
"N860253","Widowed","4"
"E338770","Divorced","3"
"Y757668","Married","2"
"Z881348","Married","3"
"A660947","Divorced","4"
"B448076","Divorced","3"
"T706916","Widowed","4"
"M482641","Divorced","2"
"P593660","Widowed","3"
"Z65729","Never Married","4"
"T157623","Never Married","4"
"V653709","Separated","3"
"C449977","Married","3"
"W773815","Married","5"
"P323694","Married","2"
"Y905946","Married","4"
"Y195132","Never Married","3"
"C892689","Divorced","2"
"N815042","Never Married","5"
"P288893","Widowed","1"
"H793758","Divorced","4"
"W301538","Widowed","2"
"I602999","Separated","3"
"U729467","Widowed","3"
"J342420","Divorced","5"
"K405740","Separated","2"
"Z648852","Widowed","3"
"A944069","Married","2"
"X245788","Separated","4"
"M723914","Separated","3"
"H441282","Married","2"
"R793629","Divorced","4"
"T09327","Widowed","2"
"H707643","Never Married","4"
"P308042","Married","3"
"Z120876","Married","2"
"J216031","Separated","5"
"S789082","Widowed","5"
"S947350","Never Married","4"
"R276130","Widowed","3"
"M806238","Married","3"
"W193636","Widowed","4"
"D85371","Married","3"
"L197926","Married","3"
"L40018","Married","4"
"S373191","Divorced","2"
"Z518136","Separated","4"
"O916449","Separated","6"
"S642057","Widowed","3"
"V910733","Widowed","4"
"R197571","Divorced","3"
"P576674","Divorced","4"
"K751586","Divorced","2"
"I245220","Never Married","1"
"G250913","Never Married","3"
"V350068","Separated","3"
"C130615","Never Married","4"
"R542144","Separated","5"
"E101792","Separated","5"
"A756452","Separated","6"
"H899138","Separated","4"
"G896541","Married","4"
"J260529","Never Married","2"
"U118458","Divorced","5"
"M286443","Divorced","5"
"L71833","Widowed","4"
"R976757","Never Married","2"
"V465323","Widowed","2"
"C384120","Separated","4"
"H35497","Never Married","4"
"N364835","Never Married","2"
"W666471","Married","1"
"C224198","Separated","4"
"S48591","Married","3"
"D580035","Widowed","4"
"Y389559","Divorced","2"
"E750964","Separated","2"
"V992479","Married","5"
"O320177","Separated","3"
"E240460","Widowed","3"
"D891692","Widowed","4"
"W710569","Married","3"
"P426689","Separated","2"
"J428295","Divorced","3"
"E82552","Widowed","3"
"I60609","Divorced","3"
"C359144","Married","4"
"H511997","Married","4"
"W974839","Never Married","3"
"Y140735","Married","4"
"J957601","Widowed","3"
"U121835","Divorced","4"
"B60959","Never Married","3"
"S102431","Married","5"
"S611900","Never Married","5"
"B167906","Married","4"
"G315668","Never Married","3"
"Y247424","Separated","4"
"P49053","Never Married","3"
"Y34797","Married","5"
"X471199","Divorced","5"
"B687215","Separated","5"
"O181876","Never Married","2"
"D281561","Married","3"
"L196466","Widowed","4"
"S658766","Married","3"
"L20895","Separated","3"
"G416862","Separated","2"
"V472281","Never Married","3"
"G223009","Divorced","3"
"K322836","Married","2"
"L613081","Married","3"
"P854609","Never Married","3"
"L659694","Married","3"
"I830183","Married","4"
"K652765","Never Married","3"
"W121980","Separated","3"
"T879160","Divorced","3"
"B714519","Never Married","2"
"S297468","Divorced","3"
"V435676","Separated","3"
"B782212","Divorced","2"
"Z777846","Never Married","4"
"T620393","Married","3"
"O179523","Widowed","4"
"K240876","Never Married","3"
"W627535","Married","3"
"L485651","Divorced","4"
"D39042","Never Married","2"
"P52455","Married","3"
"B329338","Separated","3"
"X656608","Divorced","3"
"R710663","Divorced","3"
"K429689","Married","3"
"Q994510","Separated","5"
"K562152","Married","3"
"I340772","Divorced","3"
"N685548","Separated","4"
"E999597","Divorced","3"
"B854734","Married","1"
"H858502","Widowed","3"
"E838812","Widowed","5"
"T332168","Married","3"
"U913708","Widowed","3"
"C461781","Never Married","3"
"J159507","Widowed","4"
"A224472","Widowed","4"
"K617337","Married","3"
"I526734","Separated","3"
"G699718","Widowed","5"
"W995393","Separated","3"
